waktu,brand,tipe,sale
2021-11-01,MITSUBISHI,Xpander 1.5L Exceed (4X2) M/T,32
2021-12-01,MITSUBISHI,Xpander 1.5L Exceed (4X2) M/T,0
2021-01-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,29
2021-02-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,22
2021-03-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,178
2021-04-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,340
2021-05-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,923
2021-06-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,56
2021-07-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,328
2021-08-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,324
2021-09-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,273
2021-10-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,131
2021-11-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,90
2021-12-01,MITSUBISHI,Xpander 1.5L GLS (4X2) A/T,2
2021-01-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,232
2021-02-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,29
2021-03-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,76
2021-04-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,14
2021-05-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,3
2021-06-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-07-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-08-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,1
2021-09-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-10-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,1
2021-11-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-12-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-01-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,12
2021-02-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,18
2021-03-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,7
2021-04-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,1
2021-05-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,0
2021-06-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,1
2021-07-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,0
2021-08-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,0
2021-09-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,0
2021-10-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,0
2021-11-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,0
2021-12-01,MITSUBISHI,Xpander 1.5L GLX (4X2) M/T,0
2021-01-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,652
2021-02-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,508
2021-03-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,1852
2021-04-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,670
2021-05-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,838
2021-06-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,403
2021-07-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,2576
2021-08-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,1523
2021-09-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,702
2021-10-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,1861
2021-11-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,261
2021-12-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) A/T,19
2021-01-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,516
2021-02-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,266
2021-03-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,125
2021-04-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,509
2021-05-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,537
2021-06-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,197
2021-07-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,818
2021-08-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,670
2021-09-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,372
2021-10-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,710
2021-11-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,142
2021-12-01,MITSUBISHI,Xpander Cross 1.5L (4X2) A/T,0
2021-01-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,340
2021-02-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,66
2021-03-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,515
2021-04-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,419
2021-05-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,330
2021-06-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,191
2021-07-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,438
2021-08-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,397
2021-09-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,340
2021-10-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,290
2021-11-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,54
2021-12-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-01-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-02-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-03-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-04-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-05-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-06-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-07-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-08-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-09-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-10-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,0
2021-11-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,949
2021-12-01,MITSUBISHI,Xpander 1.5L ULTIMATE (4X2) CVT,2479
2021-01-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-02-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-03-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-04-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-05-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-06-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-07-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-08-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-09-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-10-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,0
2021-11-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,109
2021-12-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) CVT,862
2021-01-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-02-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-03-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-04-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-05-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-06-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-07-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-08-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-09-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-10-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,0
2021-11-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,50
2021-12-01,MITSUBISHI,Xpander 1.5L SPORT (4X2) M/T,587
2021-01-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-02-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-03-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-04-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-05-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-06-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-07-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-08-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-09-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-10-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,0
2021-11-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,93
2021-12-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) CVT,769
2021-01-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-02-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-03-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-04-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-05-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-06-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-07-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-08-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-09-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-10-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,0
2021-11-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,43
2021-12-01,MITSUBISHI,Xpander 1.5L EXCEED (4X2) M/T,537
2021-01-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-02-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-03-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-04-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-05-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-06-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-07-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-08-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-09-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-10-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,0
2021-11-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,21
2021-12-01,MITSUBISHI,Xpander 1.5L GLS (4X2) CVT,71
2021-01-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-02-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-03-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-04-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-05-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-06-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-07-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-08-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-09-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-10-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,0
2021-11-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,2
2021-12-01,MITSUBISHI,Xpander 1.5L GLS (4X2) M/T,211
2021-01-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-02-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-03-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-04-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-05-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-06-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-07-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-08-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-09-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-10-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,0
2021-11-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,365
2021-12-01,MITSUBISHI,Xpander Cross 1.5L PREMIUM (4X2) CVT,2291
2021-01-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-02-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-03-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-04-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-05-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-06-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-07-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-08-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-09-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-10-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,0
2021-11-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,62
2021-12-01,MITSUBISHI,Xpander Cross 1.5L (4X2) CVT,904
2021-01-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-02-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-03-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-04-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-05-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-06-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-07-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-08-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-09-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-10-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,0
2021-11-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,33
2021-12-01,MITSUBISHI,Xpander Cross 1.5L (4X2) M/T,579
2021-01-01,MERCEDES BENZ,A 200 Progressive ( W177),4
2021-02-01,MERCEDES BENZ,A 200 Progressive ( W177),7
2021-03-01,MERCEDES BENZ,A 200 Progressive ( W177),5
2021-04-01,MERCEDES BENZ,A 200 Progressive ( W177),1
2021-05-01,MERCEDES BENZ,A 200 Progressive ( W177),0
2021-06-01,MERCEDES BENZ,A 200 Progressive ( W177),0
2021-07-01,MERCEDES BENZ,A 200 Progressive ( W177),0
2021-08-01,MERCEDES BENZ,A 200 Progressive ( W177),0
2021-09-01,MERCEDES BENZ,A 200 Progressive ( W177),0
2021-10-01,MERCEDES BENZ,A 200 Progressive ( W177),0
2021-11-01,MERCEDES BENZ,A 200 Progressive ( W177),0
2021-12-01,MERCEDES BENZ,A 200 Progressive ( W177),0
2021-01-01,MERCEDES BENZ,B 200 Progressive ( W247),0
2021-02-01,MERCEDES BENZ,B 200 Progressive ( W247),0
2021-03-01,MERCEDES BENZ,B 200 Progressive ( W247),3
2021-04-01,MERCEDES BENZ,B 200 Progressive ( W247),1
2021-05-01,MERCEDES BENZ,B 200 Progressive ( W247),3
2021-06-01,MERCEDES BENZ,B 200 Progressive ( W247),1
2021-07-01,MERCEDES BENZ,B 200 Progressive ( W247),0
2021-08-01,MERCEDES BENZ,B 200 Progressive ( W247),0
2021-09-01,MERCEDES BENZ,B 200 Progressive ( W247),1
2021-10-01,MERCEDES BENZ,B 200 Progressive ( W247),0
2021-11-01,MERCEDES BENZ,B 200 Progressive ( W247),0
2021-12-01,MERCEDES BENZ,B 200 Progressive ( W247),0
2021-01-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),11
2021-02-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),0
2021-03-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),1
2021-04-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),0
2021-05-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),0
2021-06-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),0
2021-07-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),0
2021-08-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),0
2021-09-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),1
2021-10-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),0
2021-11-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),1
2021-12-01,MERCEDES BENZ,GLA 200 Progressive Line ( H247),0
2021-01-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),18
2021-02-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),26
2021-03-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),5
2021-04-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),11
2021-05-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),25
2021-06-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),2
2021-07-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),30
2021-08-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),1
2021-09-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),19
2021-10-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),45
2021-11-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),8
2021-12-01,MERCEDES BENZ,GLB 200 Progressive Line ( X247),0
2021-01-01,NISSAN,Livina EL M/T,0
2021-02-01,NISSAN,Livina EL M/T,0
2021-03-01,NISSAN,Livina EL M/T,0
2021-04-01,NISSAN,Livina EL M/T,0
2021-05-01,NISSAN,Livina EL M/T,0
2021-06-01,NISSAN,Livina EL M/T,12
2021-07-01,NISSAN,Livina EL M/T,9
2021-08-01,NISSAN,Livina EL M/T,2
2021-09-01,NISSAN,Livina EL M/T,1
2021-10-01,NISSAN,Livina EL M/T,0
2021-11-01,NISSAN,Livina EL M/T,10
2021-12-01,NISSAN,Livina EL M/T,0
2021-01-01,NISSAN,Livina VE,0
2021-02-01,NISSAN,Livina VE,0
2021-03-01,NISSAN,Livina VE,0
2021-04-01,NISSAN,Livina VE,0
2021-05-01,NISSAN,Livina VE,18
2021-06-01,NISSAN,Livina VE,79
2021-07-01,NISSAN,Livina VE,79
2021-08-01,NISSAN,Livina VE,76
2021-09-01,NISSAN,Livina VE,150
2021-10-01,NISSAN,Livina VE,40
2021-11-01,NISSAN,Livina VE,18
2021-12-01,NISSAN,Livina VE,34
2021-01-01,NISSAN,Livina VL,0
2021-02-01,NISSAN,Livina VL,0
2021-03-01,NISSAN,Livina VL,0
2021-04-01,NISSAN,Livina VL,0
2021-05-01,NISSAN,Livina VL,25
2021-06-01,NISSAN,Livina VL,127
2021-07-01,NISSAN,Livina VL,153
2021-08-01,NISSAN,Livina VL,197
2021-09-01,NISSAN,Livina VL,220
2021-10-01,NISSAN,Livina VL,364
2021-11-01,NISSAN,Livina VL,218
2021-12-01,NISSAN,Livina VL,183
2021-01-01,NISSAN,KICKS E-POWER,100
2021-02-01,NISSAN,KICKS E-POWER,17
2021-03-01,NISSAN,KICKS E-POWER,20
2021-04-01,NISSAN,KICKS E-POWER,70
2021-05-01,NISSAN,KICKS E-POWER,70
2021-06-01,NISSAN,KICKS E-POWER,30
2021-07-01,NISSAN,KICKS E-POWER,20
2021-08-01,NISSAN,KICKS E-POWER,20
2021-09-01,NISSAN,KICKS E-POWER,30
2021-10-01,NISSAN,KICKS E-POWER,141
2021-11-01,NISSAN,KICKS E-POWER,38
2021-12-01,NISSAN,KICKS E-POWER,36
2021-01-01,NISSAN,Leaf,0
2021-02-01,NISSAN,Leaf,0
2021-03-01,NISSAN,Leaf,0
2021-04-01,NISSAN,Leaf,0
2021-05-01,NISSAN,Leaf,0
2021-06-01,NISSAN,Leaf,0
2021-07-01,NISSAN,Leaf,3
2021-08-01,NISSAN,Leaf,15
2021-09-01,NISSAN,Leaf,2
2021-10-01,NISSAN,Leaf,6
2021-11-01,NISSAN,Leaf,8
2021-12-01,NISSAN,Leaf,8
2021-01-01,NISSAN,Magnite Premium Turbo CVT,0
2021-02-01,NISSAN,Magnite Premium Turbo CVT,3
2021-03-01,NISSAN,Magnite Premium Turbo CVT,59
2021-04-01,NISSAN,Magnite Premium Turbo CVT,0
2021-05-01,NISSAN,Magnite Premium Turbo CVT,0
2021-06-01,NISSAN,Magnite Premium Turbo CVT,29
2021-07-01,NISSAN,Magnite Premium Turbo CVT,32
2021-08-01,NISSAN,Magnite Premium Turbo CVT,56
2021-09-01,NISSAN,Magnite Premium Turbo CVT,0
2021-10-01,NISSAN,Magnite Premium Turbo CVT,53
2021-11-01,NISSAN,Magnite Premium Turbo CVT,27
2021-12-01,NISSAN,Magnite Premium Turbo CVT,29
2021-01-01,NISSAN,Magnite Premium Turbo MT,0
2021-02-01,NISSAN,Magnite Premium Turbo MT,0
2021-03-01,NISSAN,Magnite Premium Turbo MT,3
2021-04-01,NISSAN,Magnite Premium Turbo MT,0
2021-05-01,NISSAN,Magnite Premium Turbo MT,0
2021-06-01,NISSAN,Magnite Premium Turbo MT,0
2021-07-01,NISSAN,Magnite Premium Turbo MT,4
2021-08-01,NISSAN,Magnite Premium Turbo MT,0
2021-09-01,NISSAN,Magnite Premium Turbo MT,0
2021-10-01,NISSAN,Magnite Premium Turbo MT,2
2021-11-01,NISSAN,Magnite Premium Turbo MT,1
2021-12-01,NISSAN,Magnite Premium Turbo MT,1
2021-01-01,NISSAN,Magnite Premium Upper Turbo CVT,0
2021-02-01,NISSAN,Magnite Premium Upper Turbo CVT,0
2021-03-01,NISSAN,Magnite Premium Upper Turbo CVT,1
2021-04-01,NISSAN,Magnite Premium Upper Turbo CVT,0
2021-05-01,NISSAN,Magnite Premium Upper Turbo CVT,0
2021-06-01,NISSAN,Magnite Premium Upper Turbo CVT,7
2021-07-01,NISSAN,Magnite Premium Upper Turbo CVT,5
2021-08-01,NISSAN,Magnite Premium Upper Turbo CVT,1
2021-09-01,NISSAN,Magnite Premium Upper Turbo CVT,101
2021-10-01,NISSAN,Magnite Premium Upper Turbo CVT,0
2021-11-01,NISSAN,Magnite Premium Upper Turbo CVT,1
2021-12-01,NISSAN,Magnite Premium Upper Turbo CVT,0
2021-01-01,NISSAN,Magnite Premium Upper Turbo MT,0
2021-02-01,NISSAN,Magnite Premium Upper Turbo MT,0
2021-03-01,NISSAN,Magnite Premium Upper Turbo MT,1
2021-04-01,NISSAN,Magnite Premium Upper Turbo MT,0
2021-05-01,NISSAN,Magnite Premium Upper Turbo MT,0
2021-06-01,NISSAN,Magnite Premium Upper Turbo MT,14
2021-07-01,NISSAN,Magnite Premium Upper Turbo MT,0
2021-08-01,NISSAN,Magnite Premium Upper Turbo MT,0
2021-09-01,NISSAN,Magnite Premium Upper Turbo MT,3
2021-10-01,NISSAN,Magnite Premium Upper Turbo MT,0
2021-11-01,NISSAN,Magnite Premium Upper Turbo MT,0
2021-12-01,NISSAN,Magnite Premium Upper Turbo MT,0
2021-01-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-02-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-03-01,NISSAN,Magnite Premium Mid Turbo MT,1
2021-04-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-05-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-06-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-07-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-08-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-09-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-10-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-11-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-12-01,NISSAN,Magnite Premium Mid Turbo MT,0
2021-01-01,RENAULT,New Kwid Climber,15
2021-02-01,RENAULT,New Kwid Climber,0
2021-03-01,RENAULT,New Kwid Climber,0
2021-04-01,RENAULT,New Kwid Climber,0
2021-05-01,RENAULT,New Kwid Climber,0
2021-06-01,RENAULT,New Kwid Climber,0
2021-07-01,RENAULT,New Kwid Climber,0
2021-08-01,RENAULT,New Kwid Climber,0
2021-09-01,RENAULT,New Kwid Climber,0
2021-10-01,RENAULT,New Kwid Climber,0
2021-11-01,RENAULT,New Kwid Climber,0
2021-12-01,RENAULT,New Kwid Climber,0
2021-01-01,RENAULT,Triber RXT MT,2
2021-02-01,RENAULT,Triber RXT MT,0
2021-03-01,RENAULT,Triber RXT MT,0
2021-04-01,RENAULT,Triber RXT MT,0
2021-05-01,RENAULT,Triber RXT MT,0
2021-06-01,RENAULT,Triber RXT MT,0
2021-07-01,RENAULT,Triber RXT MT,0
2021-08-01,RENAULT,Triber RXT MT,0
2021-09-01,RENAULT,Triber RXT MT,0
2021-10-01,RENAULT,Triber RXT MT,0
2021-11-01,RENAULT,Triber RXT MT,0
2021-12-01,RENAULT,Triber RXT MT,0
2021-01-01,RENAULT,Triber RXZ AT,27
2021-02-01,RENAULT,Triber RXZ AT,0
2021-03-01,RENAULT,Triber RXZ AT,0
2021-04-01,RENAULT,Triber RXZ AT,0
2021-05-01,RENAULT,Triber RXZ AT,0
2021-06-01,RENAULT,Triber RXZ AT,0
2021-07-01,RENAULT,Triber RXZ AT,0
2021-08-01,RENAULT,Triber RXZ AT,0
2021-09-01,RENAULT,Triber RXZ AT,0
2021-10-01,RENAULT,Triber RXZ AT,0
2021-11-01,RENAULT,Triber RXZ AT,0
2021-12-01,RENAULT,Triber RXZ AT,0
2021-01-01,SUZUKI,Ignis GL MT,39
2021-02-01,SUZUKI,Ignis GL MT,14
2021-03-01,SUZUKI,Ignis GL MT,32
2021-04-01,SUZUKI,Ignis GL MT,49
2021-05-01,SUZUKI,Ignis GL MT,77
2021-06-01,SUZUKI,Ignis GL MT,38
2021-07-01,SUZUKI,Ignis GL MT,8
2021-08-01,SUZUKI,Ignis GL MT,24
2021-09-01,SUZUKI,Ignis GL MT,6
2021-10-01,SUZUKI,Ignis GL MT,21
2021-11-01,SUZUKI,Ignis GL MT,9
2021-12-01,SUZUKI,Ignis GL MT,15
2021-01-01,SUZUKI,Ignis GL AT,28
2021-02-01,SUZUKI,Ignis GL AT,18
2021-03-01,SUZUKI,Ignis GL AT,30
