waktu,brand,tipe,sale
2021-01-01,HONDA,All New City IVTEC E AT,16
2021-02-01,HONDA,All New City IVTEC E AT,19
2021-03-01,HONDA,All New City IVTEC E AT,5
2021-04-01,HONDA,All New City IVTEC E AT,0
2021-05-01,HONDA,All New City IVTEC E AT,0
2021-06-01,HONDA,All New City IVTEC E AT,0
2021-07-01,HONDA,All New City IVTEC E AT,0
2021-08-01,HONDA,All New City IVTEC E AT,0
2021-09-01,HONDA,All New City IVTEC E AT,0
2021-10-01,HONDA,All New City IVTEC E AT,0
2021-11-01,HONDA,All New City IVTEC E AT,21
2021-12-01,HONDA,All New City IVTEC E AT,9
2021-01-01,HONDA,All New Civic,41
2021-02-01,HONDA,All New Civic,91
2021-03-01,HONDA,All New Civic,104
2021-04-01,HONDA,All New Civic,0
2021-05-01,HONDA,All New Civic,0
2021-06-01,HONDA,All New Civic,0
2021-07-01,HONDA,All New Civic,0
2021-08-01,HONDA,All New Civic,0
2021-09-01,HONDA,All New Civic,0
2021-10-01,HONDA,All New Civic,0
2021-11-01,HONDA,All New Civic,47
2021-12-01,HONDA,All New Civic,13
2021-01-01,HONDA,All New Civic Prestige,0
2021-02-01,HONDA,All New Civic Prestige,0
2021-03-01,HONDA,All New Civic Prestige,0
2021-04-01,HONDA,All New Civic Prestige,0
2021-05-01,HONDA,All New Civic Prestige,0
2021-06-01,HONDA,All New Civic Prestige,0
2021-07-01,HONDA,All New Civic Prestige,0
2021-08-01,HONDA,All New Civic Prestige,0
2021-09-01,HONDA,All New Civic Prestige,0
2021-10-01,HONDA,All New Civic Prestige,0
2021-11-01,HONDA,All New Civic Prestige,0
2021-12-01,HONDA,All New Civic Prestige,0
2021-01-01,HYUNDAI,Ioniq EV Prime,2
2021-02-01,HYUNDAI,Ioniq EV Prime,2
2021-03-01,HYUNDAI,Ioniq EV Prime,0
2021-04-01,HYUNDAI,Ioniq EV Prime,3
2021-05-01,HYUNDAI,Ioniq EV Prime,1
2021-06-01,HYUNDAI,Ioniq EV Prime,11
2021-07-01,HYUNDAI,Ioniq EV Prime,4
2021-08-01,HYUNDAI,Ioniq EV Prime,2
2021-09-01,HYUNDAI,Ioniq EV Prime,1
2021-10-01,HYUNDAI,Ioniq EV Prime,1
2021-11-01,HYUNDAI,Ioniq EV Prime,0
2021-12-01,HYUNDAI,Ioniq EV Prime,0
2021-01-01,HYUNDAI,Ioniq EV Signature,25
2021-02-01,HYUNDAI,Ioniq EV Signature,51
2021-03-01,HYUNDAI,Ioniq EV Signature,33
2021-04-01,HYUNDAI,Ioniq EV Signature,32
2021-05-01,HYUNDAI,Ioniq EV Signature,26
2021-06-01,HYUNDAI,Ioniq EV Signature,19
2021-07-01,HYUNDAI,Ioniq EV Signature,11
2021-08-01,HYUNDAI,Ioniq EV Signature,1
2021-09-01,HYUNDAI,Ioniq EV Signature,3
2021-10-01,HYUNDAI,Ioniq EV Signature,0
2021-11-01,HYUNDAI,Ioniq EV Signature,0
2021-12-01,HYUNDAI,Ioniq EV Signature,0
2021-01-01,HYUNDAI,IONIQ EV,0
2021-02-01,HYUNDAI,IONIQ EV,0
2021-03-01,HYUNDAI,IONIQ EV,0
2021-04-01,HYUNDAI,IONIQ EV,0
2021-05-01,HYUNDAI,IONIQ EV,0
2021-06-01,HYUNDAI,IONIQ EV,0
2021-07-01,HYUNDAI,IONIQ EV,0
2021-08-01,HYUNDAI,IONIQ EV,0
2021-09-01,HYUNDAI,IONIQ EV,0
2021-10-01,HYUNDAI,IONIQ EV,0
2021-11-01,HYUNDAI,IONIQ EV,0
2021-12-01,HYUNDAI,IONIQ EV,0
2021-01-01,MERCEDES BENZ,A 200 Sedan (V177),4
2021-02-01,MERCEDES BENZ,A 200 Sedan (V177),9
2021-03-01,MERCEDES BENZ,A 200 Sedan (V177),5
2021-04-01,MERCEDES BENZ,A 200 Sedan (V177),0
2021-05-01,MERCEDES BENZ,A 200 Sedan (V177),0
2021-06-01,MERCEDES BENZ,A 200 Sedan (V177),0
2021-07-01,MERCEDES BENZ,A 200 Sedan (V177),0
2021-08-01,MERCEDES BENZ,A 200 Sedan (V177),0
2021-09-01,MERCEDES BENZ,A 200 Sedan (V177),0
2021-10-01,MERCEDES BENZ,A 200 Sedan (V177),0
2021-11-01,MERCEDES BENZ,A 200 Sedan (V177),1
2021-12-01,MERCEDES BENZ,A 200 Sedan (V177),0
2021-01-01,MERCEDES BENZ,CLA 200 AMG Line (C118),1
2021-02-01,MERCEDES BENZ,CLA 200 AMG Line (C118),0
2021-03-01,MERCEDES BENZ,CLA 200 AMG Line (C118),2
2021-04-01,MERCEDES BENZ,CLA 200 AMG Line (C118),1
2021-05-01,MERCEDES BENZ,CLA 200 AMG Line (C118),12
2021-06-01,MERCEDES BENZ,CLA 200 AMG Line (C118),3
2021-07-01,MERCEDES BENZ,CLA 200 AMG Line (C118),0
2021-08-01,MERCEDES BENZ,CLA 200 AMG Line (C118),0
2021-09-01,MERCEDES BENZ,CLA 200 AMG Line (C118),0
2021-10-01,MERCEDES BENZ,CLA 200 AMG Line (C118),0
2021-11-01,MERCEDES BENZ,CLA 200 AMG Line (C118),0
2021-12-01,MERCEDES BENZ,CLA 200 AMG Line (C118),0
2021-01-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-02-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-03-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-04-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-05-01,MERCEDES BENZ,AMG CLA 45 S,1
2021-06-01,MERCEDES BENZ,AMG CLA 45 S,1
2021-07-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-08-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-09-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-10-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-11-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-12-01,MERCEDES BENZ,AMG CLA 45 S,0
2021-01-01,TOYOTA,Prius,0
2021-02-01,TOYOTA,Prius,0
2021-03-01,TOYOTA,Prius,0
2021-04-01,TOYOTA,Prius,0
2021-05-01,TOYOTA,Prius,0
2021-06-01,TOYOTA,Prius,0
2021-07-01,TOYOTA,Prius,5
2021-08-01,TOYOTA,Prius,4
2021-09-01,TOYOTA,Prius,0
2021-10-01,TOYOTA,Prius,0
2021-11-01,TOYOTA,Prius,0
2021-12-01,TOYOTA,Prius,0
2021-01-01,TOYOTA,Vios E,30
2021-02-01,TOYOTA,Vios E,0
2021-03-01,TOYOTA,Vios E,0
2021-04-01,TOYOTA,Vios E,0
2021-05-01,TOYOTA,Vios E,0
2021-06-01,TOYOTA,Vios E,0
2021-07-01,TOYOTA,Vios E,4
2021-08-01,TOYOTA,Vios E,11
2021-09-01,TOYOTA,Vios E,0
2021-10-01,TOYOTA,Vios E,0
2021-11-01,TOYOTA,Vios E,0
2021-12-01,TOYOTA,Vios E,0
2021-01-01,TOYOTA,Vios E AT,0
2021-02-01,TOYOTA,Vios E AT,0
2021-03-01,TOYOTA,Vios E AT,0
2021-04-01,TOYOTA,Vios E AT,0
2021-05-01,TOYOTA,Vios E AT,0
2021-06-01,TOYOTA,Vios E AT,0
2021-07-01,TOYOTA,Vios E AT,0
2021-08-01,TOYOTA,Vios E AT,0
2021-09-01,TOYOTA,Vios E AT,0
2021-10-01,TOYOTA,Vios E AT,0
2021-11-01,TOYOTA,Vios E AT,0
2021-12-01,TOYOTA,Vios E AT,0
2021-01-01,TOYOTA,Vios G,0
2021-02-01,TOYOTA,Vios G,13
2021-03-01,TOYOTA,Vios G,13
2021-04-01,TOYOTA,Vios G,0
2021-05-01,TOYOTA,Vios G,3
2021-06-01,TOYOTA,Vios G,0
2021-07-01,TOYOTA,Vios G,1
2021-08-01,TOYOTA,Vios G,5
2021-09-01,TOYOTA,Vios G,3
2021-10-01,TOYOTA,Vios G,2
2021-11-01,TOYOTA,Vios G,3
2021-12-01,TOYOTA,Vios G,1
2021-01-01,TOYOTA,Vios G AT,18
2021-02-01,TOYOTA,Vios G AT,12
2021-03-01,TOYOTA,Vios G AT,28
2021-04-01,TOYOTA,Vios G AT,145
2021-05-01,TOYOTA,Vios G AT,109
2021-06-01,TOYOTA,Vios G AT,26
2021-07-01,TOYOTA,Vios G AT,64
2021-08-01,TOYOTA,Vios G AT,244
2021-09-01,TOYOTA,Vios G AT,107
2021-10-01,TOYOTA,Vios G AT,208
2021-11-01,TOYOTA,Vios G AT,184
2021-12-01,TOYOTA,Vios G AT,9
2021-01-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-02-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-03-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-04-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-05-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-06-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-07-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-08-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-09-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-10-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-11-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-12-01,AUDI,A4 2.0 quattro TFSI  A/T,0
2021-01-01,AUDI,A5 2.0 TFSI,0
2021-02-01,AUDI,A5 2.0 TFSI,0
2021-03-01,AUDI,A5 2.0 TFSI,0
2021-04-01,AUDI,A5 2.0 TFSI,0
2021-05-01,AUDI,A5 2.0 TFSI,0
2021-06-01,AUDI,A5 2.0 TFSI,0
2021-07-01,AUDI,A5 2.0 TFSI,0
2021-08-01,AUDI,A5 2.0 TFSI,0
2021-09-01,AUDI,A5 2.0 TFSI,1
2021-10-01,AUDI,A5 2.0 TFSI,0
2021-11-01,AUDI,A5 2.0 TFSI,0
2021-12-01,AUDI,A5 2.0 TFSI,0
2021-01-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-02-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-03-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-04-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-05-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-06-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-07-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-08-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-09-01,AUDI,A5 2.0 TFSI A/T SB,1
2021-10-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-11-01,AUDI,A5 2.0 TFSI A/T SB,0
2021-12-01,AUDI,A5 2.0 TFSI A/T SB,1
2021-01-01,AUDI,A6 1.8 TFSI A/T,0
2021-02-01,AUDI,A6 1.8 TFSI A/T,0
2021-03-01,AUDI,A6 1.8 TFSI A/T,0
2021-04-01,AUDI,A6 1.8 TFSI A/T,0
2021-05-01,AUDI,A6 1.8 TFSI A/T,0
2021-06-01,AUDI,A6 1.8 TFSI A/T,0
2021-07-01,AUDI,A6 1.8 TFSI A/T,0
2021-08-01,AUDI,A6 1.8 TFSI A/T,0
2021-09-01,AUDI,A6 1.8 TFSI A/T,0
2021-10-01,AUDI,A6 1.8 TFSI A/T,0
2021-11-01,AUDI,A6 1.8 TFSI A/T,0
2021-12-01,AUDI,A6 1.8 TFSI A/T,0
2021-01-01,AUDI,A6 2.0TFSI AT,0
2021-02-01,AUDI,A6 2.0TFSI AT,0
2021-03-01,AUDI,A6 2.0TFSI AT,0
2021-04-01,AUDI,A6 2.0TFSI AT,0
2021-05-01,AUDI,A6 2.0TFSI AT,0
2021-06-01,AUDI,A6 2.0TFSI AT,0
2021-07-01,AUDI,A6 2.0TFSI AT,0
2021-08-01,AUDI,A6 2.0TFSI AT,0
2021-09-01,AUDI,A6 2.0TFSI AT,0
2021-10-01,AUDI,A6 2.0TFSI AT,0
2021-11-01,AUDI,A6 2.0TFSI AT,1
2021-12-01,AUDI,A6 2.0TFSI AT,0
2021-01-01,AUDI,RS4 2.9 TFSI A/T,0
2021-02-01,AUDI,RS4 2.9 TFSI A/T,0
2021-03-01,AUDI,RS4 2.9 TFSI A/T,0
2021-04-01,AUDI,RS4 2.9 TFSI A/T,0
2021-05-01,AUDI,RS4 2.9 TFSI A/T,0
2021-06-01,AUDI,RS4 2.9 TFSI A/T,0
2021-07-01,AUDI,RS4 2.9 TFSI A/T,2
2021-08-01,AUDI,RS4 2.9 TFSI A/T,0
2021-09-01,AUDI,RS4 2.9 TFSI A/T,0
2021-10-01,AUDI,RS4 2.9 TFSI A/T,0
2021-11-01,AUDI,RS4 2.9 TFSI A/T,1
2021-12-01,AUDI,RS4 2.9 TFSI A/T,0
2021-01-01,AUDI,RS5 2.9 TFSI A/T,0
2021-02-01,AUDI,RS5 2.9 TFSI A/T,0
2021-03-01,AUDI,RS5 2.9 TFSI A/T,0
2021-04-01,AUDI,RS5 2.9 TFSI A/T,0
2021-05-01,AUDI,RS5 2.9 TFSI A/T,0
2021-06-01,AUDI,RS5 2.9 TFSI A/T,1
2021-07-01,AUDI,RS5 2.9 TFSI A/T,0
2021-08-01,AUDI,RS5 2.9 TFSI A/T,0
2021-09-01,AUDI,RS5 2.9 TFSI A/T,0
2021-10-01,AUDI,RS5 2.9 TFSI A/T,0
2021-11-01,AUDI,RS5 2.9 TFSI A/T,0
2021-12-01,AUDI,RS5 2.9 TFSI A/T,0
2021-01-01,BMW,M2 Coupe A/T,0
2021-02-01,BMW,M2 Coupe A/T,0
2021-03-01,BMW,M2 Coupe A/T,0
2021-04-01,BMW,M2 Coupe A/T,0
2021-05-01,BMW,M2 Coupe A/T,0
2021-06-01,BMW,M2 Coupe A/T,0
2021-07-01,BMW,M2 Coupe A/T,0
2021-08-01,BMW,M2 Coupe A/T,0
2021-09-01,BMW,M2 Coupe A/T,0
2021-10-01,BMW,M2 Coupe A/T,0
2021-11-01,BMW,M2 Coupe A/T,0
2021-12-01,BMW,M2 Coupe A/T,0
2021-01-01,BMW,M2 Competition A/T,3
2021-02-01,BMW,M2 Competition A/T,3
2021-03-01,BMW,M2 Competition A/T,1
2021-04-01,BMW,M2 Competition A/T,5
2021-05-01,BMW,M2 Competition A/T,4
2021-06-01,BMW,M2 Competition A/T,4
2021-07-01,BMW,M2 Competition A/T,19
2021-08-01,BMW,M2 Competition A/T,0
2021-09-01,BMW,M2 Competition A/T,0
2021-10-01,BMW,M2 Competition A/T,0
2021-11-01,BMW,M2 Competition A/T,0
2021-12-01,BMW,M2 Competition A/T,0
2021-01-01,BMW,M2 CS A/T,0
2021-02-01,BMW,M2 CS A/T,0
2021-03-01,BMW,M2 CS A/T,4
2021-04-01,BMW,M2 CS A/T,0
2021-05-01,BMW,M2 CS A/T,0
2021-06-01,BMW,M2 CS A/T,0
2021-07-01,BMW,M2 CS A/T,0
2021-08-01,BMW,M2 CS A/T,0
2021-09-01,BMW,M2 CS A/T,0
2021-10-01,BMW,M2 CS A/T,0
2021-11-01,BMW,M2 CS A/T,0
2021-12-01,BMW,M2 CS A/T,0
2021-01-01,BMW,M235i xDrive Gran Coupe A/T,4
2021-02-01,BMW,M235i xDrive Gran Coupe A/T,0
2021-03-01,BMW,M235i xDrive Gran Coupe A/T,0
2021-04-01,BMW,M235i xDrive Gran Coupe A/T,1
2021-05-01,BMW,M235i xDrive Gran Coupe A/T,0
2021-06-01,BMW,M235i xDrive Gran Coupe A/T,0
2021-07-01,BMW,M235i xDrive Gran Coupe A/T,0
2021-08-01,BMW,M235i xDrive Gran Coupe A/T,1
2021-09-01,BMW,M235i xDrive Gran Coupe A/T,0
2021-10-01,BMW,M235i xDrive Gran Coupe A/T,0
2021-11-01,BMW,M235i xDrive Gran Coupe A/T,0
2021-12-01,BMW,M235i xDrive Gran Coupe A/T,1
2021-01-01,BMW,320i CKD A/T,94
2021-02-01,BMW,320i CKD A/T,17
2021-03-01,BMW,320i CKD A/T,10
2021-04-01,BMW,320i CKD A/T,1
2021-05-01,BMW,320i CKD A/T,0
2021-06-01,BMW,320i CKD A/T,1
2021-07-01,BMW,320i CKD A/T,2
2021-08-01,BMW,320i CKD A/T,0
2021-09-01,BMW,320i CKD A/T,0
2021-10-01,BMW,320i CKD A/T,110
2021-11-01,BMW,320i CKD A/T,41
2021-12-01,BMW,320i CKD A/T,39
2021-01-01,BMW,330i CKD A/T,0
2021-02-01,BMW,330i CKD A/T,29
2021-03-01,BMW,330i CKD A/T,21
2021-04-01,BMW,330i CKD A/T,20
2021-05-01,BMW,330i CKD A/T,21
2021-06-01,BMW,330i CKD A/T,24
2021-07-01,BMW,330i CKD A/T,2
2021-08-01,BMW,330i CKD A/T,2
2021-09-01,BMW,330i CKD A/T,0
2021-10-01,BMW,330i CKD A/T,32
2021-11-01,BMW,330i CKD A/T,25
2021-12-01,BMW,330i CKD A/T,18
2021-01-01,BMW,330i A/T,0
2021-02-01,BMW,330i A/T,0
2021-03-01,BMW,330i A/T,0
2021-04-01,BMW,330i A/T,0
2021-05-01,BMW,330i A/T,0
2021-06-01,BMW,330i A/T,0
2021-07-01,BMW,330i A/T,0
2021-08-01,BMW,330i A/T,0
2021-09-01,BMW,330i A/T,0
2021-10-01,BMW,330i A/T,0
2021-11-01,BMW,330i A/T,0
2021-12-01,BMW,330i A/T,0
2021-01-01,BMW,330e Msport,0
2021-02-01,BMW,330e Msport,0
2021-03-01,BMW,330e Msport,0
2021-04-01,BMW,330e Msport,0
2021-05-01,BMW,330e Msport,0
2021-06-01,BMW,330e Msport,0
2021-07-01,BMW,330e Msport,0
2021-08-01,BMW,330e Msport,0
2021-09-01,BMW,330e Msport,0
2021-10-01,BMW,330e Msport,1
2021-11-01,BMW,330e Msport,0
2021-12-01,BMW,330e Msport,0
2021-01-01,BMW,320i Touring A/T,0
2021-02-01,BMW,320i Touring A/T,0
2021-03-01,BMW,320i Touring A/T,0
2021-04-01,BMW,320i Touring A/T,0
2021-05-01,BMW,320i Touring A/T,0
2021-06-01,BMW,320i Touring A/T,0
2021-07-01,BMW,320i Touring A/T,0
2021-08-01,BMW,320i Touring A/T,30
2021-09-01,BMW,320i Touring A/T,2
2021-10-01,BMW,320i Touring A/T,0
2021-11-01,BMW,320i Touring A/T,1
2021-12-01,BMW,320i Touring A/T,0
2021-01-01,BMW,M3 A/T,0
2021-02-01,BMW,M3 A/T,0
2021-03-01,BMW,M3 A/T,0
2021-04-01,BMW,M3 A/T,0
2021-05-01,BMW,M3 A/T,0
2021-06-01,BMW,M3 A/T,2
2021-07-01,BMW,M3 A/T,5
2021-08-01,BMW,M3 A/T,2
2021-09-01,BMW,M3 A/T,1
2021-10-01,BMW,M3 A/T,5
2021-11-01,BMW,M3 A/T,3
2021-12-01,BMW,M3 A/T,0
2021-01-01,BMW,M4 Coupe A/T,0
2021-02-01,BMW,M4 Coupe A/T,0
2021-03-01,BMW,M4 Coupe A/T,0
2021-04-01,BMW,M4 Coupe A/T,0
2021-05-01,BMW,M4 Coupe A/T,0
2021-06-01,BMW,M4 Coupe A/T,0
2021-07-01,BMW,M4 Coupe A/T,0
2021-08-01,BMW,M4 Coupe A/T,0
2021-09-01,BMW,M4 Coupe A/T,0
2021-10-01,BMW,M4 Coupe A/T,0
2021-11-01,BMW,M4 Coupe A/T,0
2021-12-01,BMW,M4 Coupe A/T,0
2021-01-01,BMW,M4 Coupe A/T,0
2021-02-01,BMW,M4 Coupe A/T,0
2021-03-01,BMW,M4 Coupe A/T,0
2021-04-01,BMW,M4 Coupe A/T,0
2021-05-01,BMW,M4 Coupe A/T,0
2021-06-01,BMW,M4 Coupe A/T,6
2021-07-01,BMW,M4 Coupe A/T,5
2021-08-01,BMW,M4 Coupe A/T,2
2021-09-01,BMW,M4 Coupe A/T,2
2021-10-01,BMW,M4 Coupe A/T,8
2021-11-01,BMW,M4 Coupe A/T,3
2021-12-01,BMW,M4 Coupe A/T,0
2021-01-01,BMW,430i Convertible A/T,0
2021-02-01,BMW,430i Convertible A/T,0
2021-03-01,BMW,430i Convertible A/T,0
2021-04-01,BMW,430i Convertible A/T,0
2021-05-01,BMW,430i Convertible A/T,0
2021-06-01,BMW,430i Convertible A/T,0
2021-07-01,BMW,430i Convertible A/T,0
2021-08-01,BMW,430i Convertible A/T,5
2021-09-01,BMW,430i Convertible A/T,0
2021-10-01,BMW,430i Convertible A/T,1
2021-11-01,BMW,430i Convertible A/T,0
2021-12-01,BMW,430i Convertible A/T,1
2021-01-01,BMW,430i Coupe A/T,0
2021-02-01,BMW,430i Coupe A/T,0
2021-03-01,BMW,430i Coupe A/T,0
2021-04-01,BMW,430i Coupe A/T,0
2021-05-01,BMW,430i Coupe A/T,0
2021-06-01,BMW,430i Coupe A/T,7
2021-07-01,BMW,430i Coupe A/T,6
2021-08-01,BMW,430i Coupe A/T,1
2021-09-01,BMW,430i Coupe A/T,2
2021-10-01,BMW,430i Coupe A/T,4
2021-11-01,BMW,430i Coupe A/T,1
2021-12-01,BMW,430i Coupe A/T,0
2021-01-01,BMW,12AG 530E,0
2021-02-01,BMW,12AG 530E,0
2021-03-01,BMW,12AG 530E,0
2021-04-01,BMW,12AG 530E,0
2021-05-01,BMW,12AG 530E,0
2021-06-01,BMW,12AG 530E,0
2021-07-01,BMW,12AG 530E,0
2021-08-01,BMW,12AG 530E,0
2021-09-01,BMW,12AG 530E,1
2021-10-01,BMW,12AG 530E,0
2021-11-01,BMW,12AG 530E,0
2021-12-01,BMW,12AG 530E,0
2021-01-01,BMW,520i G30 CKD A/T,21
2021-02-01,BMW,520i G30 CKD A/T,7
2021-03-01,BMW,520i G30 CKD A/T,18
2021-04-01,BMW,520i G30 CKD A/T,32
2021-05-01,BMW,520i G30 CKD A/T,1
2021-06-01,BMW,520i G30 CKD A/T,0
2021-07-01,BMW,520i G30 CKD A/T,0
2021-08-01,BMW,520i G30 CKD A/T,0
2021-09-01,BMW,520i G30 CKD A/T,0
2021-10-01,BMW,520i G30 CKD A/T,1
2021-11-01,BMW,520i G30 CKD A/T,0
2021-12-01,BMW,520i G30 CKD A/T,0
2021-01-01,BMW,530i CKD A/T,14
2021-02-01,BMW,530i CKD A/T,0
2021-03-01,BMW,530i CKD A/T,0
2021-04-01,BMW,530i CKD A/T,0
2021-05-01,BMW,530i CKD A/T,0
2021-06-01,BMW,530i CKD A/T,0
2021-07-01,BMW,530i CKD A/T,0
2021-08-01,BMW,530i CKD A/T,0
2021-09-01,BMW,530i CKD A/T,0
2021-10-01,BMW,530i CKD A/T,0
2021-11-01,BMW,530i CKD A/T,0
2021-12-01,BMW,530i CKD A/T,0
2021-01-01,BMW,530i CKD A/T,0
2021-02-01,BMW,530i CKD A/T,0
2021-03-01,BMW,530i CKD A/T,0
2021-04-01,BMW,530i CKD A/T,26
2021-05-01,BMW,530i CKD A/T,18
2021-06-01,BMW,530i CKD A/T,3
2021-07-01,BMW,530i CKD A/T,0
2021-08-01,BMW,530i CKD A/T,0
2021-09-01,BMW,530i CKD A/T,0
2021-10-01,BMW,530i CKD A/T,0
2021-11-01,BMW,530i CKD A/T,0
2021-12-01,BMW,530i CKD A/T,0
2021-01-01,BMW,520i G30 CKD A/T,0
2021-02-01,BMW,520i G30 CKD A/T,0
2021-03-01,BMW,520i G30 CKD A/T,0
2021-04-01,BMW,520i G30 CKD A/T,17
2021-05-01,BMW,520i G30 CKD A/T,26
2021-06-01,BMW,520i G30 CKD A/T,3
2021-07-01,BMW,520i G30 CKD A/T,0
2021-08-01,BMW,520i G30 CKD A/T,1
2021-09-01,BMW,520i G30 CKD A/T,0
2021-10-01,BMW,520i G30 CKD A/T,12
2021-11-01,BMW,520i G30 CKD A/T,26
2021-12-01,BMW,520i G30 CKD A/T,16
2021-01-01,BMW,72AG 520I,0
2021-02-01,BMW,72AG 520I,0
2021-03-01,BMW,72AG 520I,0
2021-04-01,BMW,72AG 520I,1
2021-05-01,BMW,72AG 520I,0
2021-06-01,BMW,72AG 520I,0
2021-07-01,BMW,72AG 520I,0
2021-08-01,BMW,72AG 520I,0
2021-09-01,BMW,72AG 520I,0
2021-10-01,BMW,72AG 520I,0
2021-11-01,BMW,72AG 520I,0
2021-12-01,BMW,72AG 520I,0
2021-01-01,BMW,730Li G12 CKD A/T,2
2021-02-01,BMW,730Li G12 CKD A/T,5
2021-03-01,BMW,730Li G12 CKD A/T,2
2021-04-01,BMW,730Li G12 CKD A/T,11
2021-05-01,BMW,730Li G12 CKD A/T,4
2021-06-01,BMW,730Li G12 CKD A/T,2
2021-07-01,BMW,730Li G12 CKD A/T,3
2021-08-01,BMW,730Li G12 CKD A/T,10
2021-09-01,BMW,730Li G12 CKD A/T,3
2021-10-01,BMW,730Li G12 CKD A/T,7
2021-11-01,BMW,730Li G12 CKD A/T,2
2021-12-01,BMW,730Li G12 CKD A/T,1
2021-01-01,BMW,740Li G12 CKD A/T,5
2021-02-01,BMW,740Li G12 CKD A/T,1
2021-03-01,BMW,740Li G12 CKD A/T,0
2021-04-01,BMW,740Li G12 CKD A/T,0
2021-05-01,BMW,740Li G12 CKD A/T,0
2021-06-01,BMW,740Li G12 CKD A/T,0
2021-07-01,BMW,740Li G12 CKD A/T,0
2021-08-01,BMW,740Li G12 CKD A/T,0
2021-09-01,BMW,740Li G12 CKD A/T,0
2021-10-01,BMW,740Li G12 CKD A/T,0
2021-11-01,BMW,740Li G12 CKD A/T,0
2021-12-01,BMW,740Li G12 CKD A/T,0
2021-01-01,BMW,Z4 sDrive30i A/T,0
2021-02-01,BMW,Z4 sDrive30i A/T,0
2021-03-01,BMW,Z4 sDrive30i A/T,2
2021-04-01,BMW,Z4 sDrive30i A/T,7
2021-05-01,BMW,Z4 sDrive30i A/T,5
2021-06-01,BMW,Z4 sDrive30i A/T,3
2021-07-01,BMW,Z4 sDrive30i A/T,0
2021-08-01,BMW,Z4 sDrive30i A/T,4
2021-09-01,BMW,Z4 sDrive30i A/T,1
2021-10-01,BMW,Z4 sDrive30i A/T,0
2021-11-01,BMW,Z4 sDrive30i A/T,2
2021-12-01,BMW,Z4 sDrive30i A/T,1
2021-01-01,BMW,840i Coupe A/T,0
2021-02-01,BMW,840i Coupe A/T,0
2021-03-01,BMW,840i Coupe A/T,3
2021-04-01,BMW,840i Coupe A/T,2
2021-05-01,BMW,840i Coupe A/T,0
2021-06-01,BMW,840i Coupe A/T,0
2021-07-01,BMW,840i Coupe A/T,3
2021-08-01,BMW,840i Coupe A/T,2
2021-09-01,BMW,840i Coupe A/T,1
2021-10-01,BMW,840i Coupe A/T,2
2021-11-01,BMW,840i Coupe A/T,0
2021-12-01,BMW,840i Coupe A/T,1
2021-01-01,BMW,840i Gran Coupe A/T,0
2021-02-01,BMW,840i Gran Coupe A/T,0
2021-03-01,BMW,840i Gran Coupe A/T,1
2021-04-01,BMW,840i Gran Coupe A/T,2
2021-05-01,BMW,840i Gran Coupe A/T,0
2021-06-01,BMW,840i Gran Coupe A/T,0
2021-07-01,BMW,840i Gran Coupe A/T,1
2021-08-01,BMW,840i Gran Coupe A/T,0
2021-09-01,BMW,840i Gran Coupe A/T,0
2021-10-01,BMW,840i Gran Coupe A/T,0
2021-11-01,BMW,840i Gran Coupe A/T,1
2021-12-01,BMW,840i Gran Coupe A/T,1
2021-01-01,HONDA,New ACCORD VTi-L,13
2021-02-01,HONDA,New ACCORD VTi-L,65
2021-03-01,HONDA,New ACCORD VTi-L,61
2021-04-01,HONDA,New ACCORD VTi-L,0
2021-05-01,HONDA,New ACCORD VTi-L,0
2021-06-01,HONDA,New ACCORD VTi-L,0
2021-07-01,HONDA,New ACCORD VTi-L,29
2021-08-01,HONDA,New ACCORD VTi-L,1
2021-09-01,HONDA,New ACCORD VTi-L,0
2021-10-01,HONDA,New ACCORD VTi-L,0
