waktu,brand,tipe,sale
2019-07-01,TOYOTA,All New Kijang Inova G AT 2015,495
2019-08-01,TOYOTA,All New Kijang Inova G AT 2015,441
2019-09-01,TOYOTA,All New Kijang Inova G AT 2015,557
2019-10-01,TOYOTA,All New Kijang Inova G AT 2015,786
2019-11-01,TOYOTA,All New Kijang Inova G AT 2015,286
2019-12-01,TOYOTA,All New Kijang Inova G AT 2015,617
2019-01-01,TOYOTA,All New Kijang Inova G AT D 2015,1117
2019-02-01,TOYOTA,All New Kijang Inova G AT D 2015,420
2019-03-01,TOYOTA,All New Kijang Inova G AT D 2015,1083
2019-04-01,TOYOTA,All New Kijang Inova G AT D 2015,835
2019-05-01,TOYOTA,All New Kijang Inova G AT D 2015,645
2019-06-01,TOYOTA,All New Kijang Inova G AT D 2015,565
2019-07-01,TOYOTA,All New Kijang Inova G AT D 2015,597
2019-08-01,TOYOTA,All New Kijang Inova G AT D 2015,1094
2019-09-01,TOYOTA,All New Kijang Inova G AT D 2015,1208
2019-10-01,TOYOTA,All New Kijang Inova G AT D 2015,667
2019-11-01,TOYOTA,All New Kijang Inova G AT D 2015,1049
2019-12-01,TOYOTA,All New Kijang Inova G AT D 2015,1027
2019-01-01,TOYOTA,All New Kijang Inova G D 2015,1162
2019-02-01,TOYOTA,All New Kijang Inova G D 2015,608
2019-03-01,TOYOTA,All New Kijang Inova G D 2015,767
2019-04-01,TOYOTA,All New Kijang Inova G D 2015,743
2019-05-01,TOYOTA,All New Kijang Inova G D 2015,528
2019-06-01,TOYOTA,All New Kijang Inova G D 2015,502
2019-07-01,TOYOTA,All New Kijang Inova G D 2015,346
2019-08-01,TOYOTA,All New Kijang Inova G D 2015,825
2019-09-01,TOYOTA,All New Kijang Inova G D 2015,410
2019-10-01,TOYOTA,All New Kijang Inova G D 2015,520
2019-11-01,TOYOTA,All New Kijang Inova G D 2015,600
2019-12-01,TOYOTA,All New Kijang Inova G D 2015,824
2019-01-01,TOYOTA,All New Kijang Inova Q 2015,4
2019-02-01,TOYOTA,All New Kijang Inova Q 2015,6
2019-03-01,TOYOTA,All New Kijang Inova Q 2015,2
2019-04-01,TOYOTA,All New Kijang Inova Q 2015,5
2019-05-01,TOYOTA,All New Kijang Inova Q 2015,2
2019-06-01,TOYOTA,All New Kijang Inova Q 2015,4
2019-07-01,TOYOTA,All New Kijang Inova Q 2015,4
2019-08-01,TOYOTA,All New Kijang Inova Q 2015,0
2019-09-01,TOYOTA,All New Kijang Inova Q 2015,1
2019-10-01,TOYOTA,All New Kijang Inova Q 2015,0
2019-11-01,TOYOTA,All New Kijang Inova Q 2015,1
2019-12-01,TOYOTA,All New Kijang Inova Q 2015,1
2019-01-01,TOYOTA,All New Kijang Inova Q AT 2015,15
2019-02-01,TOYOTA,All New Kijang Inova Q AT 2015,11
2019-03-01,TOYOTA,All New Kijang Inova Q AT 2015,10
2019-04-01,TOYOTA,All New Kijang Inova Q AT 2015,10
2019-05-01,TOYOTA,All New Kijang Inova Q AT 2015,10
2019-06-01,TOYOTA,All New Kijang Inova Q AT 2015,22
2019-07-01,TOYOTA,All New Kijang Inova Q AT 2015,43
2019-08-01,TOYOTA,All New Kijang Inova Q AT 2015,0
2019-09-01,TOYOTA,All New Kijang Inova Q AT 2015,0
2019-10-01,TOYOTA,All New Kijang Inova Q AT 2015,1
2019-11-01,TOYOTA,All New Kijang Inova Q AT 2015,2
2019-12-01,TOYOTA,All New Kijang Inova Q AT 2015,9
2019-01-01,TOYOTA,All New Kijang Inova V 2015,139
2019-02-01,TOYOTA,All New Kijang Inova V 2015,248
2019-03-01,TOYOTA,All New Kijang Inova V 2015,111
2019-04-01,TOYOTA,All New Kijang Inova V 2015,158
2019-05-01,TOYOTA,All New Kijang Inova V 2015,128
2019-06-01,TOYOTA,All New Kijang Inova V 2015,98
2019-07-01,TOYOTA,All New Kijang Inova V 2015,115
2019-08-01,TOYOTA,All New Kijang Inova V 2015,90
2019-09-01,TOYOTA,All New Kijang Inova V 2015,157
2019-10-01,TOYOTA,All New Kijang Inova V 2015,175
2019-11-01,TOYOTA,All New Kijang Inova V 2015,126
2019-12-01,TOYOTA,All New Kijang Inova V 2015,41
2019-01-01,TOYOTA,All New Kijang Inova V AT 2015,310
2019-02-01,TOYOTA,All New Kijang Inova V AT 2015,412
2019-03-01,TOYOTA,All New Kijang Inova V AT 2015,280
2019-04-01,TOYOTA,All New Kijang Inova V AT 2015,224
2019-05-01,TOYOTA,All New Kijang Inova V AT 2015,300
2019-06-01,TOYOTA,All New Kijang Inova V AT 2015,165
2019-07-01,TOYOTA,All New Kijang Inova V AT 2015,172
2019-08-01,TOYOTA,All New Kijang Inova V AT 2015,199
2019-09-01,TOYOTA,All New Kijang Inova V AT 2015,370
2019-10-01,TOYOTA,All New Kijang Inova V AT 2015,193
2019-11-01,TOYOTA,All New Kijang Inova V AT 2015,233
2019-12-01,TOYOTA,All New Kijang Inova V AT 2015,306
2019-01-01,TOYOTA,All New Kijang Inova V AT D 2015,720
2019-02-01,TOYOTA,All New Kijang Inova V AT D 2015,235
2019-03-01,TOYOTA,All New Kijang Inova V AT D 2015,815
2019-04-01,TOYOTA,All New Kijang Inova V AT D 2015,625
2019-05-01,TOYOTA,All New Kijang Inova V AT D 2015,519
2019-06-01,TOYOTA,All New Kijang Inova V AT D 2015,621
2019-07-01,TOYOTA,All New Kijang Inova V AT D 2015,512
2019-08-01,TOYOTA,All New Kijang Inova V AT D 2015,575
2019-09-01,TOYOTA,All New Kijang Inova V AT D 2015,728
2019-10-01,TOYOTA,All New Kijang Inova V AT D 2015,1254
2019-11-01,TOYOTA,All New Kijang Inova V AT D 2015,827
2019-12-01,TOYOTA,All New Kijang Inova V AT D 2015,333
2019-01-01,TOYOTA,All New Kijang Inova V  D 2015,134
2019-02-01,TOYOTA,All New Kijang Inova V  D 2015,98
2019-03-01,TOYOTA,All New Kijang Inova V  D 2015,131
2019-04-01,TOYOTA,All New Kijang Inova V  D 2015,169
2019-05-01,TOYOTA,All New Kijang Inova V  D 2015,112
2019-06-01,TOYOTA,All New Kijang Inova V  D 2015,118
2019-07-01,TOYOTA,All New Kijang Inova V  D 2015,124
2019-08-01,TOYOTA,All New Kijang Inova V  D 2015,194
2019-09-01,TOYOTA,All New Kijang Inova V  D 2015,150
2019-10-01,TOYOTA,All New Kijang Inova V  D 2015,119
2019-11-01,TOYOTA,All New Kijang Inova V  D 2015,141
2019-12-01,TOYOTA,All New Kijang Inova V  D 2015,53
2019-01-01,TOYOTA,All New Kijang Inova Venturer,46
2019-02-01,TOYOTA,All New Kijang Inova Venturer,53
2019-03-01,TOYOTA,All New Kijang Inova Venturer,28
2019-04-01,TOYOTA,All New Kijang Inova Venturer,35
2019-05-01,TOYOTA,All New Kijang Inova Venturer,21
2019-06-01,TOYOTA,All New Kijang Inova Venturer,20
2019-07-01,TOYOTA,All New Kijang Inova Venturer,29
2019-08-01,TOYOTA,All New Kijang Inova Venturer,20
2019-09-01,TOYOTA,All New Kijang Inova Venturer,22
2019-10-01,TOYOTA,All New Kijang Inova Venturer,17
2019-11-01,TOYOTA,All New Kijang Inova Venturer,47
2019-12-01,TOYOTA,All New Kijang Inova Venturer,18
2019-01-01,TOYOTA,All New Kijang Inova Venturer AT,159
2019-02-01,TOYOTA,All New Kijang Inova Venturer AT,185
2019-03-01,TOYOTA,All New Kijang Inova Venturer AT,123
2019-04-01,TOYOTA,All New Kijang Inova Venturer AT,98
2019-05-01,TOYOTA,All New Kijang Inova Venturer AT,136
2019-06-01,TOYOTA,All New Kijang Inova Venturer AT,119
2019-07-01,TOYOTA,All New Kijang Inova Venturer AT,143
2019-08-01,TOYOTA,All New Kijang Inova Venturer AT,167
2019-09-01,TOYOTA,All New Kijang Inova Venturer AT,178
2019-10-01,TOYOTA,All New Kijang Inova Venturer AT,221
2019-11-01,TOYOTA,All New Kijang Inova Venturer AT,165
2019-12-01,TOYOTA,All New Kijang Inova Venturer AT,118
2019-01-01,TOYOTA,All New Kijang Inova Venturer AT D,246
2019-02-01,TOYOTA,All New Kijang Inova Venturer AT D,269
2019-03-01,TOYOTA,All New Kijang Inova Venturer AT D,233
2019-04-01,TOYOTA,All New Kijang Inova Venturer AT D,222
2019-05-01,TOYOTA,All New Kijang Inova Venturer AT D,231
2019-06-01,TOYOTA,All New Kijang Inova Venturer AT D,263
2019-07-01,TOYOTA,All New Kijang Inova Venturer AT D,287
2019-08-01,TOYOTA,All New Kijang Inova Venturer AT D,366
2019-09-01,TOYOTA,All New Kijang Inova Venturer AT D,394
2019-10-01,TOYOTA,All New Kijang Inova Venturer AT D,319
2019-11-01,TOYOTA,All New Kijang Inova Venturer AT D,521
2019-12-01,TOYOTA,All New Kijang Inova Venturer AT D,467
2019-01-01,TOYOTA,All New Kijang Inova Venturer D,28
2019-02-01,TOYOTA,All New Kijang Inova Venturer D,23
2019-03-01,TOYOTA,All New Kijang Inova Venturer D,26
2019-04-01,TOYOTA,All New Kijang Inova Venturer D,27
2019-05-01,TOYOTA,All New Kijang Inova Venturer D,19
2019-06-01,TOYOTA,All New Kijang Inova Venturer D,22
2019-07-01,TOYOTA,All New Kijang Inova Venturer D,14
2019-08-01,TOYOTA,All New Kijang Inova Venturer D,22
2019-09-01,TOYOTA,All New Kijang Inova Venturer D,27
2019-10-01,TOYOTA,All New Kijang Inova Venturer D,1
2019-11-01,TOYOTA,All New Kijang Inova Venturer D,24
2019-12-01,TOYOTA,All New Kijang Inova Venturer D,23
2019-01-01,TOYOTA,Voxy 2.0 AT,6
2019-02-01,TOYOTA,Voxy 2.0 AT,313
2019-03-01,TOYOTA,Voxy 2.0 AT,302
2019-04-01,TOYOTA,Voxy 2.0 AT,323
2019-05-01,TOYOTA,Voxy 2.0 AT,288
2019-06-01,TOYOTA,Voxy 2.0 AT,337
2019-07-01,TOYOTA,Voxy 2.0 AT,357
2019-08-01,TOYOTA,Voxy 2.0 AT,351
2019-09-01,TOYOTA,Voxy 2.0 AT,349
2019-10-01,TOYOTA,Voxy 2.0 AT,319
2019-11-01,TOYOTA,Voxy 2.0 AT,480
2019-12-01,TOYOTA,Voxy 2.0 AT,209
2019-01-01,TOYOTA,"Alphard 2,5 G",1
2019-02-01,TOYOTA,"Alphard 2,5 G",509
2019-03-01,TOYOTA,"Alphard 2,5 G",424
2019-04-01,TOYOTA,"Alphard 2,5 G",373
2019-05-01,TOYOTA,"Alphard 2,5 G",539
2019-06-01,TOYOTA,"Alphard 2,5 G",316
2019-07-01,TOYOTA,"Alphard 2,5 G",153
2019-08-01,TOYOTA,"Alphard 2,5 G",279
2019-09-01,TOYOTA,"Alphard 2,5 G",286
2019-10-01,TOYOTA,"Alphard 2,5 G",433
2019-11-01,TOYOTA,"Alphard 2,5 G",145
2019-12-01,TOYOTA,"Alphard 2,5 G",260
2019-01-01,TOYOTA,Alphard 2.5 X,0
2019-02-01,TOYOTA,Alphard 2.5 X,0
2019-03-01,TOYOTA,Alphard 2.5 X,1
2019-04-01,TOYOTA,Alphard 2.5 X,2
2019-05-01,TOYOTA,Alphard 2.5 X,77
2019-06-01,TOYOTA,Alphard 2.5 X,30
2019-07-01,TOYOTA,Alphard 2.5 X,61
2019-08-01,TOYOTA,Alphard 2.5 X,2
2019-09-01,TOYOTA,Alphard 2.5 X,1
2019-10-01,TOYOTA,Alphard 2.5 X,4
2019-11-01,TOYOTA,Alphard 2.5 X,61
2019-12-01,TOYOTA,Alphard 2.5 X,141
2019-01-01,TOYOTA,"Alphard 2,5 Hybrid",1
2019-02-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-03-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-04-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-05-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-06-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-07-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-08-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-09-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-10-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-11-01,TOYOTA,"Alphard 2,5 Hybrid",1
2019-12-01,TOYOTA,"Alphard 2,5 Hybrid",0
2019-01-01,TOYOTA,Vellflre 2.5,0
2019-02-01,TOYOTA,Vellflre 2.5,55
2019-03-01,TOYOTA,Vellflre 2.5,83
2019-04-01,TOYOTA,Vellflre 2.5,56
2019-05-01,TOYOTA,Vellflre 2.5,51
2019-06-01,TOYOTA,Vellflre 2.5,25
2019-07-01,TOYOTA,Vellflre 2.5,51
2019-08-01,TOYOTA,Vellflre 2.5,56
2019-09-01,TOYOTA,Vellflre 2.5,31
2019-10-01,TOYOTA,Vellflre 2.5,36
2019-11-01,TOYOTA,Vellflre 2.5,20
2019-12-01,TOYOTA,Vellflre 2.5,22
2019-01-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,878
2019-02-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,852
2019-03-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,1018
2019-04-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,970
2019-05-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,1371
2019-06-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,356
2019-07-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,128
2019-08-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,1327
2019-09-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,647
2019-10-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,945
2019-11-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,1011
2019-12-01,TOYOTA,Fortuner VRZ 2.4 TRD AT D,1087
2019-01-01,TOYOTA,C-HR 1.8 A/T,1
2019-02-01,TOYOTA,C-HR 1.8 A/T,1
2019-03-01,TOYOTA,C-HR 1.8 A/T,0
2019-04-01,TOYOTA,C-HR 1.8 A/T,42
2019-05-01,TOYOTA,C-HR 1.8 A/T,19
2019-06-01,TOYOTA,C-HR 1.8 A/T,13
2019-07-01,TOYOTA,C-HR 1.8 A/T,10
2019-08-01,TOYOTA,C-HR 1.8 A/T,4
2019-09-01,TOYOTA,C-HR 1.8 A/T,9
2019-10-01,TOYOTA,C-HR 1.8 A/T,2
2019-11-01,TOYOTA,C-HR 1.8 A/T,13
2019-12-01,TOYOTA,C-HR 1.8 A/T,8
2019-01-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-02-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-03-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-04-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-05-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-06-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-07-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-08-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-09-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-10-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-11-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-12-01,TOYOTA,C-HR 1.8 A/T Dual Tone,0
2019-01-01,TOYOTA,C-HR 1.8 A/T Hybrid,0
2019-02-01,TOYOTA,C-HR 1.8 A/T Hybrid,0
2019-03-01,TOYOTA,C-HR 1.8 A/T Hybrid,0
2019-04-01,TOYOTA,C-HR 1.8 A/T Hybrid,70
2019-05-01,TOYOTA,C-HR 1.8 A/T Hybrid,71
2019-06-01,TOYOTA,C-HR 1.8 A/T Hybrid,31
2019-07-01,TOYOTA,C-HR 1.8 A/T Hybrid,34
2019-08-01,TOYOTA,C-HR 1.8 A/T Hybrid,36
2019-09-01,TOYOTA,C-HR 1.8 A/T Hybrid,35
2019-10-01,TOYOTA,C-HR 1.8 A/T Hybrid,25
2019-11-01,TOYOTA,C-HR 1.8 A/T Hybrid,12
2019-12-01,TOYOTA,C-HR 1.8 A/T Hybrid,6
2019-01-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,43
2019-02-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,49
2019-03-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,29
2019-04-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,37
2019-05-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,31
2019-06-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,22
2019-07-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,38
2019-08-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,66
2019-09-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,39
2019-10-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,38
2019-11-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,52
2019-12-01,TOYOTA,Fortuner G 2.4 DSL FMC 2015 AT,31
2019-01-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,284
2019-02-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,109
2019-03-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,358
2019-04-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,394
2019-05-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,494
2019-06-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,104
2019-07-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,955
2019-08-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,52
2019-09-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,202
2019-10-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,479
2019-11-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,146
2019-12-01,TOYOTA,Fortuner VRZ 2.4 DSL FMC 2015  AT,274
2019-01-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,79
2019-02-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,119
2019-03-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,90
2019-04-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,76
2019-05-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,42
2019-06-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,21
2019-07-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,73
2019-08-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,49
2019-09-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,43
2019-10-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,62
2019-11-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,53
2019-12-01,TOYOTA,Fortuner G 2.4  DSL FMC  2015 AT,56
2019-01-01,TOYOTA,HI-ACE Commuter HI Grade,6
2019-02-01,TOYOTA,HI-ACE Commuter HI Grade,393
2019-03-01,TOYOTA,HI-ACE Commuter HI Grade,555
2019-04-01,TOYOTA,HI-ACE Commuter HI Grade,338
2019-05-01,TOYOTA,HI-ACE Commuter HI Grade,204
2019-06-01,TOYOTA,HI-ACE Commuter HI Grade,140
2019-07-01,TOYOTA,HI-ACE Commuter HI Grade,224
2019-08-01,TOYOTA,HI-ACE Commuter HI Grade,239
2019-09-01,TOYOTA,HI-ACE Commuter HI Grade,313
2019-10-01,TOYOTA,HI-ACE Commuter HI Grade,343
2019-11-01,TOYOTA,HI-ACE Commuter HI Grade,217
2019-12-01,TOYOTA,HI-ACE Commuter HI Grade,239
2019-01-01,TOYOTA,HI-ACE STD,0
2019-02-01,TOYOTA,HI-ACE STD,0
2019-03-01,TOYOTA,HI-ACE STD,0
2019-04-01,TOYOTA,HI-ACE STD,0
2019-05-01,TOYOTA,HI-ACE STD,0
2019-06-01,TOYOTA,HI-ACE STD,0
2019-07-01,TOYOTA,HI-ACE STD,0
2019-08-01,TOYOTA,HI-ACE STD,0
2019-09-01,TOYOTA,HI-ACE STD,0
2019-10-01,TOYOTA,HI-ACE STD,0
2019-11-01,TOYOTA,HI-ACE STD,0
2019-12-01,TOYOTA,HI-ACE STD,0
2019-01-01,TOYOTA,HI-ACE Luxury,6
2019-02-01,TOYOTA,HI-ACE Luxury,2
2019-03-01,TOYOTA,HI-ACE Luxury,0
2019-04-01,TOYOTA,HI-ACE Luxury,0
2019-05-01,TOYOTA,HI-ACE Luxury,0
2019-06-01,TOYOTA,HI-ACE Luxury,0
2019-07-01,TOYOTA,HI-ACE Luxury,0
2019-08-01,TOYOTA,HI-ACE Luxury,0
2019-09-01,TOYOTA,HI-ACE Luxury,0
2019-10-01,TOYOTA,HI-ACE Luxury,0
2019-11-01,TOYOTA,HI-ACE Luxury,0
2019-12-01,TOYOTA,HI-ACE Luxury,0
2019-01-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,0
2019-02-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,0
2019-03-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,0
2019-04-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,0
2019-05-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,0
2019-06-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,0
2019-07-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,1
2019-08-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,1
2019-09-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,0
2019-10-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,0
2019-11-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,1
2019-12-01,VOLKSW AGEN,Multivan 2.0 LWB TSI AT,0
2019-01-01,W ULING,Cortez 1.8C MT,0
2019-02-01,W ULING,Cortez 1.8C MT,2
2019-03-01,W ULING,Cortez 1.8C MT,8
2019-04-01,W ULING,Cortez 1.8C MT,10
2019-05-01,W ULING,Cortez 1.8C MT,0
2019-06-01,W ULING,Cortez 1.8C MT,0
2019-07-01,W ULING,Cortez 1.8C MT,0
2019-08-01,W ULING,Cortez 1.8C MT,0
2019-09-01,W ULING,Cortez 1.8C MT,0
2019-10-01,W ULING,Cortez 1.8C MT,21
2019-11-01,W ULING,Cortez 1.8C MT,1
2019-12-01,W ULING,Cortez 1.8C MT,28
2019-01-01,W ULING,Cortez 1.8C AT,1
2019-02-01,W ULING,Cortez 1.8C AT,0
2019-03-01,W ULING,Cortez 1.8C AT,0
2019-04-01,W ULING,Cortez 1.8C AT,0
2019-05-01,W ULING,Cortez 1.8C AT,0
2019-06-01,W ULING,Cortez 1.8C AT,0
2019-07-01,W ULING,Cortez 1.8C AT,0
2019-08-01,W ULING,Cortez 1.8C AT,0
2019-09-01,W ULING,Cortez 1.8C AT,0
2019-10-01,W ULING,Cortez 1.8C AT,0
2019-11-01,W ULING,Cortez 1.8C AT,0
2019-12-01,W ULING,Cortez 1.8C AT,0
2019-01-01,W ULING,Cortez 1.8L MT,0
2019-02-01,W ULING,Cortez 1.8L MT,0
2019-03-01,W ULING,Cortez 1.8L MT,4
2019-04-01,W ULING,Cortez 1.8L MT,10
2019-05-01,W ULING,Cortez 1.8L MT,53
2019-06-01,W ULING,Cortez 1.8L MT,25
2019-07-01,W ULING,Cortez 1.8L MT,0
2019-08-01,W ULING,Cortez 1.8L MT,0
2019-09-01,W ULING,Cortez 1.8L MT,0
2019-10-01,W ULING,Cortez 1.8L MT,29
2019-11-01,W ULING,Cortez 1.8L MT,11
2019-12-01,W ULING,Cortez 1.8L MT,10
2019-01-01,W ULING,Cortez 1.8L AT,10
2019-02-01,W ULING,Cortez 1.8L AT,15
2019-03-01,W ULING,Cortez 1.8L AT,74
2019-04-01,W ULING,Cortez 1.8L AT,43
2019-05-01,W ULING,Cortez 1.8L AT,192
2019-06-01,W ULING,Cortez 1.8L AT,135
2019-07-01,W ULING,Cortez 1.8L AT,0
2019-08-01,W ULING,Cortez 1.8L AT,0
2019-09-01,W ULING,Cortez 1.8L AT,0
2019-10-01,W ULING,Cortez 1.8L AT,0
2019-11-01,W ULING,Cortez 1.8L AT,0
2019-12-01,W ULING,Cortez 1.8L AT,0
2019-01-01,BMW,1Y72 M135I,0
2019-02-01,BMW,1Y72 M135I,0
2019-03-01,BMW,1Y72 M135I,0
2019-04-01,BMW,1Y72 M135I,0
2019-05-01,BMW,1Y72 M135I,0
2019-06-01,BMW,1Y72 M135I,0
2019-07-01,BMW,1Y72 M135I,0
2019-08-01,BMW,1Y72 M135I,0
2019-09-01,BMW,1Y72 M135I,0
2019-10-01,BMW,1Y72 M135I,0
2019-11-01,BMW,1Y72 M135I,0
2019-12-01,BMW,1Y72 M135I,0
2019-01-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,82
2019-02-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,97
2019-03-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,72
2019-04-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,43
2019-05-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,75
2019-06-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,22
2019-07-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,2
2019-08-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,90
2019-09-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,83
2019-10-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,42
2019-11-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,78
2019-12-01,TOYOTA,Fortuner SRZ 2.7 TRD AT,75
2019-01-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,19
2019-02-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,32
2019-03-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,23
2019-04-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,27
2019-05-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,10
2019-06-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,7
2019-07-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,29
2019-08-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,0
2019-09-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,23
2019-10-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,12
2019-11-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,19
2019-12-01,TOYOTA,Fortuner 2.7 FMC 2015 AT,5
2019-01-01,TOYOTA,HI-ACE 2.8,0
2019-02-01,TOYOTA,HI-ACE 2.8,0
2019-03-01,TOYOTA,HI-ACE 2.8,0
2019-04-01,TOYOTA,HI-ACE 2.8,0
2019-05-01,TOYOTA,HI-ACE 2.8,0
2019-06-01,TOYOTA,HI-ACE 2.8,0
2019-07-01,TOYOTA,HI-ACE 2.8,4
2019-08-01,TOYOTA,HI-ACE 2.8,109
2019-09-01,TOYOTA,HI-ACE 2.8,137
2019-10-01,TOYOTA,HI-ACE 2.8,143
2019-11-01,TOYOTA,HI-ACE 2.8,131
2019-12-01,TOYOTA,HI-ACE 2.8,102
2019-01-01,LEXUS,Lexus GS450 Hybrid,0
2019-02-01,LEXUS,Lexus GS450 Hybrid,0
2019-03-01,LEXUS,Lexus GS450 Hybrid,0
2019-04-01,LEXUS,Lexus GS450 Hybrid,0
2019-05-01,LEXUS,Lexus GS450 Hybrid,0
2019-06-01,LEXUS,Lexus GS450 Hybrid,0
2019-07-01,LEXUS,Lexus GS450 Hybrid,0
2019-08-01,LEXUS,Lexus GS450 Hybrid,0
