waktu,brand,tipe,sale
2019-01-01,AUDI,A5 2.0 TFSI,0
2019-02-01,AUDI,A5 2.0 TFSI,0
2019-03-01,AUDI,A5 2.0 TFSI,0
2019-04-01,AUDI,A5 2.0 TFSI,0
2019-05-01,AUDI,A5 2.0 TFSI,0
2019-06-01,AUDI,A5 2.0 TFSI,0
2019-07-01,AUDI,A5 2.0 TFSI,0
2019-08-01,AUDI,A5 2.0 TFSI,0
2019-09-01,AUDI,A5 2.0 TFSI,0
2019-10-01,AUDI,A5 2.0 TFSI,0
2019-11-01,AUDI,A5 2.0 TFSI,0
2019-12-01,AUDI,A5 2.0 TFSI,1
2019-01-01,AUDI,A8L 3.0 AT,0
2019-02-01,AUDI,A8L 3.0 AT,0
2019-03-01,AUDI,A8L 3.0 AT,0
2019-04-01,AUDI,A8L 3.0 AT,0
2019-05-01,AUDI,A8L 3.0 AT,0
2019-06-01,AUDI,A8L 3.0 AT,0
2019-07-01,AUDI,A8L 3.0 AT,0
2019-08-01,AUDI,A8L 3.0 AT,0
2019-09-01,AUDI,A8L 3.0 AT,0
2019-10-01,AUDI,A8L 3.0 AT,1
2019-11-01,AUDI,A8L 3.0 AT,0
2019-12-01,AUDI,A8L 3.0 AT,0
2019-01-01,AUDI,RS5 2.9 TFSI A/T,2
2019-02-01,AUDI,RS5 2.9 TFSI A/T,0
2019-03-01,AUDI,RS5 2.9 TFSI A/T,0
2019-04-01,AUDI,RS5 2.9 TFSI A/T,0
2019-05-01,AUDI,RS5 2.9 TFSI A/T,1
2019-06-01,AUDI,RS5 2.9 TFSI A/T,0
2019-07-01,AUDI,RS5 2.9 TFSI A/T,0
2019-08-01,AUDI,RS5 2.9 TFSI A/T,1
2019-09-01,AUDI,RS5 2.9 TFSI A/T,0
2019-10-01,AUDI,RS5 2.9 TFSI A/T,0
2019-11-01,AUDI,RS5 2.9 TFSI A/T,0
2019-12-01,AUDI,RS5 2.9 TFSI A/T,0
2019-01-01,BMW,3F19 320i,0
2019-02-01,BMW,3F19 320i,0
2019-03-01,BMW,3F19 320i,0
2019-04-01,BMW,3F19 320i,0
2019-05-01,BMW,3F19 320i,0
2019-06-01,BMW,3F19 320i,0
2019-07-01,BMW,3F19 320i,0
2019-08-01,BMW,3F19 320i,0
2019-09-01,BMW,3F19 320i,0
2019-10-01,BMW,3F19 320i,0
2019-11-01,BMW,3F19 320i,0
2019-12-01,BMW,3F19 320i,0
2019-01-01,BMW,8A36 320I,24
2019-02-01,BMW,8A36 320I,20
2019-03-01,BMW,8A36 320I,72
2019-04-01,BMW,8A36 320I,36
2019-05-01,BMW,8A36 320I,17
2019-06-01,BMW,8A36 320I,16
2019-07-01,BMW,8A36 320I,50
2019-08-01,BMW,8A36 320I,41
2019-09-01,BMW,8A36 320I,23
2019-10-01,BMW,8A36 320I,20
2019-11-01,BMW,8A36 320I,34
2019-12-01,BMW,8A36 320I,2
2019-01-01,BMW,8C76 320D,0
2019-02-01,BMW,8C76 320D,0
2019-03-01,BMW,8C76 320D,0
2019-04-01,BMW,8C76 320D,0
2019-05-01,BMW,8C76 320D,0
2019-06-01,BMW,8C76 320D,0
2019-07-01,BMW,8C76 320D,0
2019-08-01,BMW,8C76 320D,0
2019-09-01,BMW,8C76 320D,0
2019-10-01,BMW,8C76 320D,0
2019-11-01,BMW,8C76 320D,0
2019-12-01,BMW,8C76 320D,3
2019-01-01,BMW,8A96 330I,9
2019-02-01,BMW,8A96 330I,7
2019-03-01,BMW,8A96 330I,6
2019-04-01,BMW,8A96 330I,12
2019-05-01,BMW,8A96 330I,3
2019-06-01,BMW,8A96 330I,3
2019-07-01,BMW,8A96 330I,1
2019-08-01,BMW,8A96 330I,2
2019-09-01,BMW,8A96 330I,0
2019-10-01,BMW,8A96 330I,2
2019-11-01,BMW,8A96 330I,6
2019-12-01,BMW,8A96 330I,0
2019-01-01,BMW,1J52 M2,0
2019-02-01,BMW,1J52 M2,0
2019-03-01,BMW,1J52 M2,6
2019-04-01,BMW,1J52 M2,3
2019-05-01,BMW,1J52 M2,0
2019-06-01,BMW,1J52 M2,0
2019-07-01,BMW,1J52 M2,0
2019-08-01,BMW,1J52 M2,2
2019-09-01,BMW,1J52 M2,0
2019-10-01,BMW,1J52 M2,0
2019-11-01,BMW,1J52 M2,0
2019-12-01,BMW,1J52 M2,0
2019-01-01,BMW,2U72 M2 Competition,0
2019-02-01,BMW,2U72 M2 Competition,0
2019-03-01,BMW,2U72 M2 Competition,0
2019-04-01,BMW,2U72 M2 Competition,1
2019-05-01,BMW,2U72 M2 Competition,2
2019-06-01,BMW,2U72 M2 Competition,2
2019-07-01,BMW,2U72 M2 Competition,2
2019-08-01,BMW,2U72 M2 Competition,8
2019-09-01,BMW,2U72 M2 Competition,7
2019-10-01,BMW,2U72 M2 Competition,5
2019-11-01,BMW,2U72 M2 Competition,4
2019-12-01,BMW,2U72 M2 Competition,0
2019-01-01,BMW,8M92 M3,0
2019-02-01,BMW,8M92 M3,0
2019-03-01,BMW,8M92 M3,0
2019-04-01,BMW,8M92 M3,0
2019-05-01,BMW,8M92 M3,1
2019-06-01,BMW,8M92 M3,0
2019-07-01,BMW,8M92 M3,0
2019-08-01,BMW,8M92 M3,0
2019-09-01,BMW,8M92 M3,0
2019-10-01,BMW,8M92 M3,1
2019-11-01,BMW,8M92 M3,0
2019-12-01,BMW,8M92 M3,0
2019-01-01,BMW,3R92 M4,0
2019-02-01,BMW,3R92 M4,0
2019-03-01,BMW,3R92 M4,0
2019-04-01,BMW,3R92 M4,0
2019-05-01,BMW,3R92 M4,0
2019-06-01,BMW,3R92 M4,0
2019-07-01,BMW,3R92 M4,0
2019-08-01,BMW,3R92 M4,0
2019-09-01,BMW,3R92 M4,0
2019-10-01,BMW,3R92 M4,0
2019-11-01,BMW,3R92 M4,0
2019-12-01,BMW,3R92 M4,0
2019-01-01,BMW,4Y92 M4,0
2019-02-01,BMW,4Y92 M4,0
2019-03-01,BMW,4Y92 M4,0
2019-04-01,BMW,4Y92 M4,0
2019-05-01,BMW,4Y92 M4,1
2019-06-01,BMW,4Y92 M4,0
2019-07-01,BMW,4Y92 M4,2
2019-08-01,BMW,4Y92 M4,2
2019-09-01,BMW,4Y92 M4,2
2019-10-01,BMW,4Y92 M4,0
2019-11-01,BMW,4Y92 M4,2
2019-12-01,BMW,4Y92 M4,0
2019-01-01,BMW,4W72 440I,1
2019-02-01,BMW,4W72 440I,0
2019-03-01,BMW,4W72 440I,0
2019-04-01,BMW,4W72 440I,0
2019-05-01,BMW,4W72 440I,1
2019-06-01,BMW,4W72 440I,0
2019-07-01,BMW,4W72 440I,0
2019-08-01,BMW,4W72 440I,0
2019-09-01,BMW,4W72 440I,0
2019-10-01,BMW,4W72 440I,1
2019-11-01,BMW,4W72 440I,0
2019-12-01,BMW,4W72 440I,0
2019-01-01,BMW,HF32 Z4 SDRIVE30I,0
2019-02-01,BMW,HF32 Z4 SDRIVE30I,0
2019-03-01,BMW,HF32 Z4 SDRIVE30I,0
2019-04-01,BMW,HF32 Z4 SDRIVE30I,0
2019-05-01,BMW,HF32 Z4 SDRIVE30I,0
2019-06-01,BMW,HF32 Z4 SDRIVE30I,0
2019-07-01,BMW,HF32 Z4 SDRIVE30I,6
2019-08-01,BMW,HF32 Z4 SDRIVE30I,2
2019-09-01,BMW,HF32 Z4 SDRIVE30I,5
2019-10-01,BMW,HF32 Z4 SDRIVE30I,0
2019-11-01,BMW,HF32 Z4 SDRIVE30I,5
2019-12-01,BMW,HF32 Z4 SDRIVE30I,0
2019-01-01,BMW,JM12 540I XDRIVE,0
2019-02-01,BMW,JM12 540I XDRIVE,0
2019-03-01,BMW,JM12 540I XDRIVE,0
2019-04-01,BMW,JM12 540I XDRIVE,0
2019-05-01,BMW,JM12 540I XDRIVE,0
2019-06-01,BMW,JM12 540I XDRIVE,0
2019-07-01,BMW,JM12 540I XDRIVE,1
2019-08-01,BMW,JM12 540I XDRIVE,0
2019-09-01,BMW,JM12 540I XDRIVE,0
2019-10-01,BMW,JM12 540I XDRIVE,0
2019-11-01,BMW,JM12 540I XDRIVE,0
2019-12-01,BMW,JM12 540I XDRIVE,0
2019-01-01,BMW,JT32 530I,0
2019-02-01,BMW,JT32 530I,0
2019-03-01,BMW,JT32 530I,0
2019-04-01,BMW,JT32 530I,0
2019-05-01,BMW,JT32 530I,0
2019-06-01,BMW,JT32 530I,0
2019-07-01,BMW,JT32 530I,2
2019-08-01,BMW,JT32 530I,2
2019-09-01,BMW,JT32 530I,3
2019-10-01,BMW,JT32 530I,1
2019-11-01,BMW,JT32 530I,0
2019-12-01,BMW,JT32 530I,0
2019-01-01,BMW,JA52 530i,0
2019-02-01,BMW,JA52 530i,0
2019-03-01,BMW,JA52 530i,0
2019-04-01,BMW,JA52 530i,0
2019-05-01,BMW,JA52 530i,1
2019-06-01,BMW,JA52 530i,0
2019-07-01,BMW,JA52 530i,0
2019-08-01,BMW,JA52 530i,0
2019-09-01,BMW,JA52 530i,0
2019-10-01,BMW,JA52 530i,0
2019-11-01,BMW,JA52 530i,0
2019-12-01,BMW,JA52 530i,0
2019-01-01,BMW,JA16 520I,9
2019-02-01,BMW,JA16 520I,19
2019-03-01,BMW,JA16 520I,15
2019-04-01,BMW,JA16 520I,37
2019-05-01,BMW,JA16 520I,16
2019-06-01,BMW,JA16 520I,11
2019-07-01,BMW,JA16 520I,15
2019-08-01,BMW,JA16 520I,3
2019-09-01,BMW,JA16 520I,7
2019-10-01,BMW,JA16 520I,3
2019-11-01,BMW,JA16 520I,15
2019-12-01,BMW,JA16 520I,5
2019-01-01,BMW,JA56 530i,15
2019-02-01,BMW,JA56 530i,11
2019-03-01,BMW,JA56 530i,18
2019-04-01,BMW,JA56 530i,14
2019-05-01,BMW,JA56 530i,68
2019-06-01,BMW,JA56 530i,19
2019-07-01,BMW,JA56 530i,42
2019-08-01,BMW,JA56 530i,8
2019-09-01,BMW,JA56 530i,3
2019-10-01,BMW,JA56 530i,1
2019-11-01,BMW,JA56 530i,0
2019-12-01,BMW,JA56 530i,0
2019-01-01,BMW,5R12 330I,0
2019-02-01,BMW,5R12 330I,0
2019-03-01,BMW,5R12 330I,0
2019-04-01,BMW,5R12 330I,0
2019-05-01,BMW,5R12 330I,0
2019-06-01,BMW,5R12 330I,0
2019-07-01,BMW,5R12 330I,0
2019-08-01,BMW,5R12 330I,1
2019-09-01,BMW,5R12 330I,0
2019-10-01,BMW,5R12 330I,0
2019-11-01,BMW,5R12 330I,1
2019-12-01,BMW,5R12 330I,0
2019-01-01,BMW,JR36 530I,0
2019-02-01,BMW,JR36 530I,0
2019-03-01,BMW,JR36 530I,0
2019-04-01,BMW,JR36 530I,0
2019-05-01,BMW,JR36 530I,0
2019-06-01,BMW,JR36 530I,0
2019-07-01,BMW,JR36 530I,0
2019-08-01,BMW,JR36 530I,11
2019-09-01,BMW,JR36 530I,8
2019-10-01,BMW,JR36 530I,4
2019-11-01,BMW,JR36 530I,15
2019-12-01,BMW,JR36 530I,5
2019-01-01,BMW,5Z36 330I,0
2019-02-01,BMW,5Z36 330I,0
2019-03-01,BMW,5Z36 330I,0
2019-04-01,BMW,5Z36 330I,0
2019-05-01,BMW,5Z36 330I,0
2019-06-01,BMW,5Z36 330I,0
2019-07-01,BMW,5Z36 330I,0
2019-08-01,BMW,5Z36 330I,0
2019-09-01,BMW,5Z36 330I,61
2019-10-01,BMW,5Z36 330I,39
2019-11-01,BMW,5Z36 330I,1
2019-12-01,BMW,5Z36 330I,24
2019-01-01,BMW,JX62 630I,0
2019-02-01,BMW,JX62 630I,0
2019-03-01,BMW,JX62 630I,0
2019-04-01,BMW,JX62 630I,0
2019-05-01,BMW,JX62 630I,0
2019-06-01,BMW,JX62 630I,0
2019-07-01,BMW,JX62 630I,0
2019-08-01,BMW,JX62 630I,0
2019-09-01,BMW,JX62 630I,0
2019-10-01,BMW,JX62 630I,2
2019-11-01,BMW,JX62 630I,0
2019-12-01,BMW,JX62 630I,0
2019-01-01,BMW,7T06 730LI,0
2019-02-01,BMW,7T06 730LI,0
2019-03-01,BMW,7T06 730LI,0
2019-04-01,BMW,7T06 730LI,0
2019-05-01,BMW,7T06 730LI,0
2019-06-01,BMW,7T06 730LI,0
2019-07-01,BMW,7T06 730LI,0
2019-08-01,BMW,7T06 730LI,0
2019-09-01,BMW,7T06 730LI,0
2019-10-01,BMW,7T06 730LI,1
2019-11-01,BMW,7T06 730LI,2
2019-12-01,BMW,7T06 730LI,3
2019-01-01,BMW,5Z16 320I,0
2019-02-01,BMW,5Z16 320I,0
2019-03-01,BMW,5Z16 320I,0
2019-04-01,BMW,5Z16 320I,0
2019-05-01,BMW,5Z16 320I,0
2019-06-01,BMW,5Z16 320I,0
2019-07-01,BMW,5Z16 320I,0
2019-08-01,BMW,5Z16 320I,0
2019-09-01,BMW,5Z16 320I,0
2019-10-01,BMW,5Z16 320I,19
2019-11-01,BMW,5Z16 320I,31
2019-12-01,BMW,5Z16 320I,4
2019-01-01,BMW,JR12 520I,0
2019-02-01,BMW,JR12 520I,0
2019-03-01,BMW,JR12 520I,0
2019-04-01,BMW,JR12 520I,0
2019-05-01,BMW,JR12 520I,0
2019-06-01,BMW,JR12 520I,0
2019-07-01,BMW,JR12 520I,0
2019-08-01,BMW,JR12 520I,0
2019-09-01,BMW,JR12 520I,0
2019-10-01,BMW,JR12 520I,0
2019-11-01,BMW,JR12 520I,2
2019-12-01,BMW,JR12 520I,0
2019-01-01,BMW,2Z62 I8,0
2019-02-01,BMW,2Z62 I8,0
2019-03-01,BMW,2Z62 I8,0
2019-04-01,BMW,2Z62 I8,0
2019-05-01,BMW,2Z62 I8,0
2019-06-01,BMW,2Z62 I8,0
2019-07-01,BMW,2Z62 I8,0
2019-08-01,BMW,2Z62 I8,0
2019-09-01,BMW,2Z62 I8,0
2019-10-01,BMW,2Z62 I8,0
2019-11-01,BMW,2Z62 I8,1
2019-12-01,BMW,2Z62 I8,0
2019-01-01,BMW,7E26 740LI,2
2019-02-01,BMW,7E26 740LI,1
2019-03-01,BMW,7E26 740LI,1
2019-04-01,BMW,7E26 740LI,1
2019-05-01,BMW,7E26 740LI,5
2019-06-01,BMW,7E26 740LI,2
2019-07-01,BMW,7E26 740LI,2
2019-08-01,BMW,7E26 740LI,19
2019-09-01,BMW,7E26 740LI,6
2019-10-01,BMW,7E26 740LI,21
2019-11-01,BMW,7E26 740LI,3
2019-12-01,BMW,7E26 740LI,0
2019-01-01,BMW,740LI,0
2019-02-01,BMW,740LI,0
2019-03-01,BMW,740LI,0
2019-04-01,BMW,740LI,0
2019-05-01,BMW,740LI,0
2019-06-01,BMW,740LI,0
2019-07-01,BMW,740LI,0
2019-08-01,BMW,740LI,0
2019-09-01,BMW,740LI,0
2019-10-01,BMW,740LI,0
2019-11-01,BMW,740LI,0
2019-12-01,BMW,740LI,1
2019-01-01,HYUNDAI,All New Sonata GLS,0
2019-02-01,HYUNDAI,All New Sonata GLS,0
2019-03-01,HYUNDAI,All New Sonata GLS,0
2019-04-01,HYUNDAI,All New Sonata GLS,0
2019-05-01,HYUNDAI,All New Sonata GLS,0
2019-06-01,HYUNDAI,All New Sonata GLS,0
2019-07-01,HYUNDAI,All New Sonata GLS,0
2019-08-01,HYUNDAI,All New Sonata GLS,0
2019-09-01,HYUNDAI,All New Sonata GLS,0
2019-10-01,HYUNDAI,All New Sonata GLS,0
2019-11-01,HYUNDAI,All New Sonata GLS,0
2019-12-01,HYUNDAI,All New Sonata GLS,0
2019-01-01,HONDA,New ACCORD VTi-L,0
2019-02-01,HONDA,New ACCORD VTi-L,0
2019-03-01,HONDA,New ACCORD VTi-L,0
2019-04-01,HONDA,New ACCORD VTi-L,0
2019-05-01,HONDA,New ACCORD VTi-L,0
2019-06-01,HONDA,New ACCORD VTi-L,0
2019-07-01,HONDA,New ACCORD VTi-L,122
2019-08-01,HONDA,New ACCORD VTi-L,107
2019-09-01,HONDA,New ACCORD VTi-L,37
2019-10-01,HONDA,New ACCORD VTi-L,58
2019-11-01,HONDA,New ACCORD VTi-L,31
2019-12-01,HONDA,New ACCORD VTi-L,3
2019-01-01,LEXUS,Lexus ES 250 H,0
2019-02-01,LEXUS,Lexus ES 250 H,0
2019-03-01,LEXUS,Lexus ES 250 H,0
2019-04-01,LEXUS,Lexus ES 250 H,0
2019-05-01,LEXUS,Lexus ES 250 H,0
2019-06-01,LEXUS,Lexus ES 250 H,0
2019-07-01,LEXUS,Lexus ES 250 H,0
2019-08-01,LEXUS,Lexus ES 250 H,3
2019-09-01,LEXUS,Lexus ES 250 H,24
2019-10-01,LEXUS,Lexus ES 250 H,18
2019-11-01,LEXUS,Lexus ES 250 H,1
2019-12-01,LEXUS,Lexus ES 250 H,0
2019-01-01,LEXUS,Lexus ES 300 H,0
2019-02-01,LEXUS,Lexus ES 300 H,8
2019-03-01,LEXUS,Lexus ES 300 H,15
2019-04-01,LEXUS,Lexus ES 300 H,7
2019-05-01,LEXUS,Lexus ES 300 H,10
2019-06-01,LEXUS,Lexus ES 300 H,7
2019-07-01,LEXUS,Lexus ES 300 H,13
2019-08-01,LEXUS,Lexus ES 300 H,7
2019-09-01,LEXUS,Lexus ES 300 H,15
2019-10-01,LEXUS,Lexus ES 300 H,12
2019-11-01,LEXUS,Lexus ES 300 H,5
2019-12-01,LEXUS,Lexus ES 300 H,0
2019-01-01,MAZDA,MX-5 RF,4
2019-02-01,MAZDA,MX-5 RF,2
2019-03-01,MAZDA,MX-5 RF,2
2019-04-01,MAZDA,MX-5 RF,1
2019-05-01,MAZDA,MX-5 RF,2
2019-06-01,MAZDA,MX-5 RF,2
2019-07-01,MAZDA,MX-5 RF,2
2019-08-01,MAZDA,MX-5 RF,4
2019-09-01,MAZDA,MX-5 RF,10
2019-10-01,MAZDA,MX-5 RF,6
2019-11-01,MAZDA,MX-5 RF,4
2019-12-01,MAZDA,MX-5 RF,3
2019-01-01,MAZDA,All New Mazda 3 Sedan,0
2019-02-01,MAZDA,All New Mazda 3 Sedan,0
2019-03-01,MAZDA,All New Mazda 3 Sedan,0
2019-04-01,MAZDA,All New Mazda 3 Sedan,0
2019-05-01,MAZDA,All New Mazda 3 Sedan,0
2019-06-01,MAZDA,All New Mazda 3 Sedan,0
2019-07-01,MAZDA,All New Mazda 3 Sedan,63
2019-08-01,MAZDA,All New Mazda 3 Sedan,12
2019-09-01,MAZDA,All New Mazda 3 Sedan,4
2019-10-01,MAZDA,All New Mazda 3 Sedan,3
2019-11-01,MAZDA,All New Mazda 3 Sedan,4
2019-12-01,MAZDA,All New Mazda 3 Sedan,4
2019-01-01,MAZDA,All-new Mazda 6,5
2019-02-01,MAZDA,All-new Mazda 6,2
2019-03-01,MAZDA,All-new Mazda 6,0
2019-04-01,MAZDA,All-new Mazda 6,0
2019-05-01,MAZDA,All-new Mazda 6,3
2019-06-01,MAZDA,All-new Mazda 6,0
2019-07-01,MAZDA,All-new Mazda 6,0
2019-08-01,MAZDA,All-new Mazda 6,54
2019-09-01,MAZDA,All-new Mazda 6,4
2019-10-01,MAZDA,All-new Mazda 6,2
2019-11-01,MAZDA,All-new Mazda 6,1
2019-12-01,MAZDA,All-new Mazda 6,3
2019-01-01,MAZDA,All-new Mazda 6 Elite,5
2019-02-01,MAZDA,All-new Mazda 6 Elite,0
2019-03-01,MAZDA,All-new Mazda 6 Elite,0
2019-04-01,MAZDA,All-new Mazda 6 Elite,8
2019-05-01,MAZDA,All-new Mazda 6 Elite,7
